=== qwen / eo ===
loading Qwen2.5-7B-Instruct (Q4_K_M) ...
loaded in 7.3s
81 clauses  model=qwen  scheme=eo
[1/81]  19.1s  avg= 19.1s  ok=1/1  eta= 25.4min  id=6c70c05d
[42/81]  13.0s  avg= 14.5s  ok=40/42  eta=  9.4min  id=864599dc
[43/81]  12.0s  avg= 14.4s  ok=41/43  eta=  9.1min  id=01adeba3
[44/81]  12.7s  avg= 14.4s  ok=42/44  eta=  8.9min  id=33d2389b
[45/81]  12.3s  avg= 14.3s  ok=43/45  eta=  8.6min  id=48e3b2dc
[46/81]  12.7s  avg= 14.3s  ok=44/46  eta=  8.3min  id=1099d881
[47/81]  12.2s  avg= 14.2s  ok=45/47  eta=  8.1min  id=8b576093
[48/81]  12.3s  avg= 14.2s  ok=46/48  eta=  7.8min  id=517b0621
[49/81]  12.6s  avg= 14.2s  ok=47/49  eta=  7.6min  id=99d422b9
[50/81]  12.2s  avg= 14.1s  ok=48/50  eta=  7.3min  id=a4549b4f
[51/81]  11.9s  avg= 14.1s  ok=49/51  eta=  7.0min  id=866a15ed
[52/81]  12.0s  avg= 14.0s  ok=50/52  eta=  6.8min  id=6a06ab7d
[53/81]  12.7s  avg= 14.0s  ok=51/53  eta=  6.5min  id=f1c54d9d
[54/81]  12.3s  avg= 14.0s  ok=52/54  eta=  6.3min  id=5510c719
[55/81]  11.5s  avg= 13.9s  ok=53/55  eta=  6.0min  id=bad43436
[56/81]  12.1s  avg= 13.9s  ok=54/56  eta=  5.8min  id=5b72156d
[57/81]  12.0s  avg= 13.9s  ok=55/57  eta=  5.5min  id=4b4d7c63
[58/81]  11.5s  avg= 13.8s  ok=56/58  eta=  5.3min  id=7aaecc5b
[59/81]  12.3s  avg= 13.8s  ok=57/59  eta=  5.1min  id=82c58e4c
[60/81]  12.5s  avg= 13.8s  ok=58/60  eta=  4.8min  id=65e6cfee
[61/81]  11.8s  avg= 13.7s  ok=59/61  eta=  4.6min  id=8b21c9f1
[62/81]  12.3s  avg= 13.7s  ok=60/62  eta=  4.3min  id=4ed06393
[63/81]  12.0s  avg= 13.7s  ok=61/63  eta=  4.1min  id=b731d69f
[64/81]  12.4s  avg= 13.7s  ok=62/64  eta=  3.9min  id=e77c2c0a
[65/81]  12.2s  avg= 13.7s  ok=63/65  eta=  3.6min  id=9836b4c5
[66/81]  12.2s  avg= 13.6s  ok=64/66  eta=  3.4min  id=e748ffff
[67/81]  12.5s  avg= 13.6s  ok=65/67  eta=  3.2min  id=8436f36e
[68/81]  11.9s  avg= 13.6s  ok=66/68  eta=  2.9min  id=88fd1ad2
[69/81]  11.6s  avg= 13.6s  ok=67/69  eta=  2.7min  id=b260db45
[70/81]  12.2s  avg= 13.5s  ok=68/70  eta=  2.5min  id=9803dd21
[71/81]  12.3s  avg= 13.5s  ok=69/71  eta=  2.3min  id=30d69ed8
[72/81]  11.3s  avg= 13.5s  ok=70/72  eta=  2.0min  id=12073c5c
[73/81]  12.4s  avg= 13.5s  ok=71/73  eta=  1.8min  id=56c4ad27
[74/81]  11.9s  avg= 13.5s  ok=72/74  eta=  1.6min  id=ebaa1e16
[75/81]  12.4s  avg= 13.4s  ok=73/75  eta=  1.3min  id=16e8253e
[76/81]  12.3s  avg= 13.4s  ok=74/76  eta=  1.1min  id=a19ee40d
[77/81]  12.4s  avg= 13.4s  ok=75/77  eta=  0.9min  id=b864e123
[78/81]  12.3s  avg= 13.4s  ok=76/78  eta=  0.7min  id=110e0229
[79/81]  12.5s  avg= 13.4s  ok=77/79  eta=  0.4min  id=f4beaedd
[80/81]  12.4s  avg= 13.4s  ok=78/80  eta=  0.2min  id=99418d10
[81/81]  11.1s  avg= 13.3s  ok=79/81  eta=  0.0min  id=9e5c7160

done. 79 parsed, 2 failed (2.5% parse failure). avg 13.3s/clause. wrote ../results/qwen_eo.jsonl
=== qwen / vendler ===
loading Qwen2.5-7B-Instruct (Q4_K_M) ...
loaded in 3.6s
81 clauses  model=qwen  scheme=vendler
[1/81]   5.8s  avg=  5.8s  ok=1/1  eta=  7.7min  id=6c70c05d
[2/81]   5.9s  avg=  5.8s  ok=2/2  eta=  7.7min  id=90198b2f
[3/81]   5.1s  avg=  5.6s  ok=3/3  eta=  7.2min  id=12f07fb3
[4/81]   4.9s  avg=  5.4s  ok=4/4  eta=  6.9min  id=85fbe1ef
[5/81]   5.3s  avg=  5.4s  ok=5/5  eta=  6.8min  id=919e8c64
[6/81]   4.8s  avg=  5.3s  ok=6/6  eta=  6.6min  id=f1d27d11
[7/81]   4.9s  avg=  5.2s  ok=7/7  eta=  6.5min  id=854eba63
[8/81]   6.0s  avg=  5.3s  ok=8/8  eta=  6.5min  id=d6504b6b
[9/81]   6.2s  avg=  5.4s  ok=9/9  eta=  6.5min  id=ba68cdb6
[10/81]   4.8s  avg=  5.4s  ok=10/10  eta=  6.3min  id=9affec9a
[11/81]   4.8s  avg=  5.3s  ok=11/11  eta=  6.2min  id=b1485f9d
[12/81]   5.8s  avg=  5.4s  ok=12/12  eta=  6.2min  id=36da9597
[13/81]   4.9s  avg=  5.3s  ok=13/13  eta=  6.0min  id=e61e6b32
[14/81]   5.9s  avg=  5.4s  ok=14/14  eta=  6.0min  id=254ae6a0
[15/81]   6.5s  avg=  5.4s  ok=15/15  eta=  6.0min  id=cc1a7762
[16/81]   4.7s  avg=  5.4s  ok=16/16  eta=  5.8min  id=d5b5dbb9
[17/81]   5.7s  avg=  5.4s  ok=17/17  eta=  5.8min  id=dad1381f
[18/81]   5.7s  avg=  5.4s  ok=18/18  eta=  5.7min  id=3257b1ba
[19/81]   5.0s  avg=  5.4s  ok=19/19  eta=  5.6min  id=3f7337d0
[20/81]   5.3s  avg=  5.4s  ok=20/20  eta=  5.5min  id=53e07303
[21/81]   5.7s  avg=  5.4s  ok=21/21  eta=  5.4min  id=8d6dc531
[22/81]   4.9s  avg=  5.4s  ok=22/22  eta=  5.3min  id=8c22824f
[23/81]   5.7s  avg=  5.4s  ok=23/23  eta=  5.2min  id=09c28b54
[24/81]   4.9s  avg=  5.4s  ok=24/24  eta=  5.1min  id=0c539d50
[25/81]   5.5s  avg=  5.4s  ok=25/25  eta=  5.0min  id=5c175f9b
[26/81]   5.6s  avg=  5.4s  ok=26/26  eta=  4.9min  id=aa45604e
[27/81]   5.6s  avg=  5.4s  ok=27/27  eta=  4.9min  id=8f30fd87
[28/81]   5.8s  avg=  5.4s  ok=28/28  eta=  4.8min  id=149ee200
[29/81]   4.8s  avg=  5.4s  ok=29/29  eta=  4.7min  id=f611c08f
[30/81]   6.5s  avg=  5.4s  ok=30/30  eta=  4.6min  id=4bc9d48d
[31/81]   6.7s  avg=  5.5s  ok=31/31  eta=  4.6min  id=a0a638e7
[32/81]   5.1s  avg=  5.5s  ok=32/32  eta=  4.5min  id=96f1ca71
[33/81]   5.9s  avg=  5.5s  ok=33/33  eta=  4.4min  id=91b25250
[34/81]   5.8s  avg=  5.5s  ok=34/34  eta=  4.3min  id=fc2be294
[35/81]   5.8s  avg=  5.5s  ok=35/35  eta=  4.2min  id=66eb98e8
[36/81]   5.8s  avg=  5.5s  ok=36/36  eta=  4.1min  id=defff373
[37/81]   5.6s  avg=  5.5s  ok=37/37  eta=  4.0min  id=cb8565e3
[38/81]   5.8s  avg=  5.5s  ok=38/38  eta=  3.9min  id=85050eed
[39/81]   5.6s  avg=  5.5s  ok=39/39  eta=  3.9min  id=230775d0
[40/81]   4.7s  avg=  5.5s  ok=40/40  eta=  3.8min  id=e73d0abb
[41/81]   4.7s  avg=  5.5s  ok=41/41  eta=  3.6min  id=404ced89
[42/81]   5.8s  avg=  5.5s  ok=42/42  eta=  3.6min  id=864599dc
[43/81]   5.0s  avg=  5.5s  ok=43/43  eta=  3.5min  id=01adeba3
[44/81]   4.9s  avg=  5.5s  ok=44/44  eta=  3.4min  id=33d2389b
[45/81]   4.7s  avg=  5.4s  ok=45/45  eta=  3.3min  id=48e3b2dc
[46/81]   4.7s  avg=  5.4s  ok=46/46  eta=  3.2min  id=1099d881
[47/81]   4.7s  avg=  5.4s  ok=47/47  eta=  3.1min  id=8b576093
[48/81]   5.6s  avg=  5.4s  ok=48/48  eta=  3.0min  id=517b0621
[49/81]   6.3s  avg=  5.4s  ok=49/49  eta=  2.9min  id=99d422b9
[50/81]   5.6s  avg=  5.4s  ok=50/50  eta=  2.8min  id=a4549b4f
[51/81]   4.8s  avg=  5.4s  ok=51/51  eta=  2.7min  id=866a15ed
[52/81]   5.4s  avg=  5.4s  ok=52/52  eta=  2.6min  id=6a06ab7d
[53/81]   5.9s  avg=  5.4s  ok=53/53  eta=  2.5min  id=f1c54d9d
[54/81]   6.4s  avg=  5.5s  ok=54/54  eta=  2.5min  id=5510c719
[55/81]   4.7s  avg=  5.4s  ok=55/55  eta=  2.4min  id=bad43436
[56/81]   5.8s  avg=  5.4s  ok=56/56  eta=  2.3min  id=5b72156d
[57/81]   6.0s  avg=  5.5s  ok=57/57  eta=  2.2min  id=4b4d7c63
[58/81]   5.0s  avg=  5.4s  ok=58/58  eta=  2.1min  id=7aaecc5b
[59/81]   5.0s  avg=  5.4s  ok=59/59  eta=  2.0min  id=82c58e4c
[60/81]   4.9s  avg=  5.4s  ok=60/60  eta=  1.9min  id=65e6cfee
[61/81]   5.8s  avg=  5.4s  ok=61/61  eta=  1.8min  id=8b21c9f1
[62/81]   6.2s  avg=  5.4s  ok=62/62  eta=  1.7min  id=4ed06393
[63/81]   5.7s  avg=  5.5s  ok=63/63  eta=  1.6min  id=b731d69f
[64/81]   4.8s  avg=  5.4s  ok=64/64  eta=  1.5min  id=e77c2c0a
[65/81]   5.6s  avg=  5.4s  ok=65/65  eta=  1.5min  id=9836b4c5
[66/81]   4.9s  avg=  5.4s  ok=66/66  eta=  1.4min  id=e748ffff
[67/81]   5.0s  avg=  5.4s  ok=67/67  eta=  1.3min  id=8436f36e
[68/81]   4.7s  avg=  5.4s  ok=68/68  eta=  1.2min  id=88fd1ad2
[69/81]   4.7s  avg=  5.4s  ok=69/69  eta=  1.1min  id=b260db45
[70/81]   4.7s  avg=  5.4s  ok=70/70  eta=  1.0min  id=9803dd21
[71/81]   5.6s  avg=  5.4s  ok=71/71  eta=  0.9min  id=30d69ed8
[72/81]   5.0s  avg=  5.4s  ok=72/72  eta=  0.8min  id=12073c5c
[73/81]   5.6s  avg=  5.4s  ok=73/73  eta=  0.7min  id=56c4ad27
[74/81]   6.0s  avg=  5.4s  ok=74/74  eta=  0.6min  id=ebaa1e16
[75/81]   5.8s  avg=  5.4s  ok=75/75  eta=  0.5min  id=16e8253e
[76/81]   5.6s  avg=  5.4s  ok=76/76  eta=  0.5min  id=a19ee40d
[77/81]   5.5s  avg=  5.4s  ok=77/77  eta=  0.4min  id=b864e123
[78/81]   4.8s  avg=  5.4s  ok=78/78  eta=  0.3min  id=110e0229
[79/81]   5.5s  avg=  5.4s  ok=79/79  eta=  0.2min  id=f4beaedd
[80/81]   5.1s  avg=  5.4s  ok=80/80  eta=  0.1min  id=99418d10
[81/81]   4.9s  avg=  5.4s  ok=81/81  eta=  0.0min  id=9e5c7160

done. 81 parsed, 0 failed (0.0% parse failure). avg 5.4s/clause. wrote ../results/qwen_vendler.jsonl
=== qwen / halliday ===
loading Qwen2.5-7B-Instruct (Q4_K_M) ...
loaded in 1.9s
81 clauses  model=qwen  scheme=halliday
[1/81]   7.1s  avg=  7.1s  ok=1/1  eta=  9.5min  id=6c70c05d
[2/81]   6.1s  avg=  6.6s  ok=2/2  eta=  8.7min  id=90198b2f
[3/81]   6.1s  avg=  6.4s  ok=3/3  eta=  8.4min  id=12f07fb3
[4/81]   6.0s  avg=  6.3s  ok=4/4  eta=  8.1min  id=85fbe1ef
[5/81]   6.4s  avg=  6.3s  ok=5/5  eta=  8.0min  id=919e8c64
[6/81]   6.0s  avg=  6.3s  ok=6/6  eta=  7.9min  id=f1d27d11
[7/81]   6.0s  avg=  6.2s  ok=7/7  eta=  7.7min  id=854eba63
[8/81]   6.4s  avg=  6.3s  ok=8/8  eta=  7.6min  id=d6504b6b
[9/81]   7.6s  avg=  6.4s  ok=9/9  eta=  7.7min  id=ba68cdb6
[10/81]   5.8s  avg=  6.3s  ok=10/10  eta=  7.5min  id=9affec9a
[11/81]   6.0s  avg=  6.3s  ok=11/11  eta=  7.4min  id=b1485f9d
[12/81]   6.6s  avg=  6.3s  ok=12/12  eta=  7.3min  id=36da9597
[13/81]   6.0s  avg=  6.3s  ok=13/13  eta=  7.2min  id=e61e6b32
[14/81]   6.6s  avg=  6.3s  ok=13/14  eta=  7.1min  id=254ae6a0
[15/81]   6.5s  avg=  6.3s  ok=13/15  eta=  7.0min  id=cc1a7762
[16/81]   6.0s  avg=  6.3s  ok=14/16  eta=  6.8min  id=d5b5dbb9
[17/81]   5.9s  avg=  6.3s  ok=15/17  eta=  6.7min  id=dad1381f
[18/81]   6.6s  avg=  6.3s  ok=15/18  eta=  6.6min  id=3257b1ba
[19/81]   5.9s  avg=  6.3s  ok=16/19  eta=  6.5min  id=3f7337d0
[20/81]   5.9s  avg=  6.3s  ok=17/20  eta=  6.4min  id=53e07303
[21/81]   6.1s  avg=  6.3s  ok=18/21  eta=  6.3min  id=8d6dc531
[22/81]   5.8s  avg=  6.2s  ok=19/22  eta=  6.1min  id=8c22824f
[23/81]   5.9s  avg=  6.2s  ok=20/23  eta=  6.0min  id=09c28b54
[24/81]   6.2s  avg=  6.2s  ok=21/24  eta=  5.9min  id=0c539d50
[25/81]   5.9s  avg=  6.2s  ok=22/25  eta=  5.8min  id=5c175f9b
[26/81]   6.3s  avg=  6.2s  ok=23/26  eta=  5.7min  id=aa45604e
[27/81]   6.4s  avg=  6.2s  ok=24/27  eta=  5.6min  id=8f30fd87
[28/81]   6.2s  avg=  6.2s  ok=25/28  eta=  5.5min  id=149ee200
[29/81]   6.1s  avg=  6.2s  ok=26/29  eta=  5.4min  id=f611c08f
[30/81]   6.1s  avg=  6.2s  ok=27/30  eta=  5.3min  id=4bc9d48d
[31/81]   6.5s  avg=  6.2s  ok=27/31  eta=  5.2min  id=a0a638e7
[32/81]   5.9s  avg=  6.2s  ok=28/32  eta=  5.1min  id=96f1ca71
[33/81]   5.9s  avg=  6.2s  ok=29/33  eta=  5.0min  id=91b25250
[34/81]   6.4s  avg=  6.2s  ok=29/34  eta=  4.9min  id=fc2be294
[35/81]   6.3s  avg=  6.2s  ok=30/35  eta=  4.8min  id=66eb98e8
[36/81]   6.0s  avg=  6.2s  ok=31/36  eta=  4.7min  id=defff373
[37/81]   6.2s  avg=  6.2s  ok=32/37  eta=  4.6min  id=cb8565e3
[38/81]   5.8s  avg=  6.2s  ok=33/38  eta=  4.4min  id=85050eed
[39/81]   6.1s  avg=  6.2s  ok=34/39  eta=  4.3min  id=230775d0
[40/81]   6.1s  avg=  6.2s  ok=35/40  eta=  4.2min  id=e73d0abb
[41/81]   5.8s  avg=  6.2s  ok=36/41  eta=  4.1min  id=404ced89
[42/81]   6.1s  avg=  6.2s  ok=37/42  eta=  4.0min  id=864599dc
[43/81]   5.9s  avg=  6.2s  ok=38/43  eta=  3.9min  id=01adeba3
[44/81]   5.8s  avg=  6.2s  ok=39/44  eta=  3.8min  id=33d2389b
[45/81]   5.7s  avg=  6.2s  ok=40/45  eta=  3.7min  id=48e3b2dc
[46/81]   5.8s  avg=  6.1s  ok=41/46  eta=  3.6min  id=1099d881
[47/81]   5.8s  avg=  6.1s  ok=42/47  eta=  3.5min  id=8b576093
[48/81]   6.3s  avg=  6.1s  ok=43/48  eta=  3.4min  id=517b0621
[49/81]   6.0s  avg=  6.1s  ok=44/49  eta=  3.3min  id=99d422b9
[50/81]   5.8s  avg=  6.1s  ok=45/50  eta=  3.2min  id=a4549b4f
[51/81]   5.9s  avg=  6.1s  ok=46/51  eta=  3.1min  id=866a15ed
[52/81]   5.9s  avg=  6.1s  ok=47/52  eta=  3.0min  id=6a06ab7d
[53/81]   6.2s  avg=  6.1s  ok=48/53  eta=  2.9min  id=f1c54d9d
[54/81]   6.2s  avg=  6.1s  ok=49/54  eta=  2.8min  id=5510c719
[55/81]   6.1s  avg=  6.1s  ok=50/55  eta=  2.7min  id=bad43436
[56/81]   6.0s  avg=  6.1s  ok=51/56  eta=  2.6min  id=5b72156d
[57/81]   6.0s  avg=  6.1s  ok=52/57  eta=  2.4min  id=4b4d7c63
[58/81]   6.0s  avg=  6.1s  ok=53/58  eta=  2.3min  id=7aaecc5b
[59/81]   5.8s  avg=  6.1s  ok=54/59  eta=  2.2min  id=82c58e4c
[60/81]   6.0s  avg=  6.1s  ok=55/60  eta=  2.1min  id=65e6cfee
[61/81]   6.6s  avg=  6.1s  ok=55/61  eta=  2.0min  id=8b21c9f1
[62/81]   6.7s  avg=  6.1s  ok=55/62  eta=  1.9min  id=4ed06393
[63/81]   5.9s  avg=  6.1s  ok=56/63  eta=  1.8min  id=b731d69f
[64/81]   5.9s  avg=  6.1s  ok=57/64  eta=  1.7min  id=e77c2c0a
[65/81]   5.8s  avg=  6.1s  ok=58/65  eta=  1.6min  id=9836b4c5
[66/81]   5.9s  avg=  6.1s  ok=59/66  eta=  1.5min  id=e748ffff
[67/81]   6.2s  avg=  6.1s  ok=60/67  eta=  1.4min  id=8436f36e
[68/81]   5.9s  avg=  6.1s  ok=61/68  eta=  1.3min  id=88fd1ad2
[69/81]   6.3s  avg=  6.1s  ok=61/69  eta=  1.2min  id=b260db45
[70/81]   5.8s  avg=  6.1s  ok=62/70  eta=  1.1min  id=9803dd21
[71/81]   6.4s  avg=  6.1s  ok=62/71  eta=  1.0min  id=30d69ed8
[72/81]   5.7s  avg=  6.1s  ok=63/72  eta=  0.9min  id=12073c5c
[73/81]   5.8s  avg=  6.1s  ok=64/73  eta=  0.8min  id=56c4ad27
[74/81]   6.5s  avg=  6.1s  ok=64/74  eta=  0.7min  id=ebaa1e16
[75/81]   5.9s  avg=  6.1s  ok=65/75  eta=  0.6min  id=16e8253e
[76/81]   5.9s  avg=  6.1s  ok=66/76  eta=  0.5min  id=a19ee40d
[77/81]   6.0s  avg=  6.1s  ok=67/77  eta=  0.4min  id=b864e123
[78/81]   5.9s  avg=  6.1s  ok=68/78  eta=  0.3min  id=110e0229
[79/81]   7.0s  avg=  6.1s  ok=68/79  eta=  0.2min  id=f4beaedd
[80/81]   5.9s  avg=  6.1s  ok=69/80  eta=  0.1min  id=99418d10
[81/81]   5.9s  avg=  6.1s  ok=70/81  eta=  0.0min  id=9e5c7160

done. 70 parsed, 11 failed (13.6% parse failure). avg 6.1s/clause. wrote ../results/qwen_halliday.jsonl
=== qwen done ===
=== mistral / eo ===
loading Mistral-7B-Instruct-v0.3 (Q4_K_M) ...
loaded in 8.1s
81 clauses  model=mistral  scheme=eo
[1/81]  16.0s  avg= 16.0s  ok=1/1  eta= 21.3min  id=6c70c05d
[2/81]  13.7s  avg= 14.9s  ok=2/2  eta= 19.6min  id=90198b2f
[3/81]  13.7s  avg= 14.5s  ok=3/3  eta= 18.8min  id=12f07fb3
[4/81]  13.9s  avg= 14.3s  ok=4/4  eta= 18.4min  id=85fbe1ef
[5/81]  13.8s  avg= 14.2s  ok=5/5  eta= 18.0min  id=919e8c64
[6/81]  14.1s  avg= 14.2s  ok=6/6  eta= 17.8min  id=f1d27d11
[7/81]  13.4s  avg= 14.1s  ok=7/7  eta= 17.4min  id=854eba63
[8/81]  15.7s  avg= 14.3s  ok=8/8  eta= 17.4min  id=d6504b6b
[9/81]  15.5s  avg= 14.4s  ok=9/9  eta= 17.3min  id=ba68cdb6
[10/81]  14.1s  avg= 14.4s  ok=10/10  eta= 17.0min  id=9affec9a
[11/81]  14.9s  avg= 14.4s  ok=11/11  eta= 16.9min  id=b1485f9d
[12/81]  15.1s  avg= 14.5s  ok=12/12  eta= 16.7min  id=36da9597
[13/81]  14.3s  avg= 14.5s  ok=13/13  eta= 16.4min  id=e61e6b32
[14/81]  14.3s  avg= 14.5s  ok=14/14  eta= 16.2min  id=254ae6a0
[15/81]  13.8s  avg= 14.4s  ok=15/15  eta= 15.9min  id=cc1a7762
[16/81]  13.4s  avg= 14.4s  ok=16/16  eta= 15.6min  id=d5b5dbb9
[17/81]  13.9s  avg= 14.3s  ok=17/17  eta= 15.3min  id=dad1381f
[18/81]  14.9s  avg= 14.4s  ok=18/18  eta= 15.1min  id=3257b1ba
[19/81]  13.8s  avg= 14.3s  ok=19/19  eta= 14.8min  id=3f7337d0
[20/81]  13.8s  avg= 14.3s  ok=20/20  eta= 14.5min  id=53e07303
[21/81]  14.5s  avg= 14.3s  ok=21/21  eta= 14.3min  id=8d6dc531
[22/81]  14.7s  avg= 14.3s  ok=22/22  eta= 14.1min  id=8c22824f
[23/81]  14.2s  avg= 14.3s  ok=23/23  eta= 13.9min  id=09c28b54
[24/81]  14.1s  avg= 14.3s  ok=24/24  eta= 13.6min  id=0c539d50
[25/81]  14.0s  avg= 14.3s  ok=25/25  eta= 13.4min  id=5c175f9b
[26/81]  16.7s  avg= 14.4s  ok=26/26  eta= 13.2min  id=aa45604e
[27/81]  15.3s  avg= 14.4s  ok=27/27  eta= 13.0min  id=8f30fd87
[28/81]  13.4s  avg= 14.4s  ok=28/28  eta= 12.7min  id=149ee200
[29/81]  14.0s  avg= 14.4s  ok=29/29  eta= 12.5min  id=f611c08f
[30/81]  14.7s  avg= 14.4s  ok=30/30  eta= 12.2min  id=4bc9d48d
[31/81]  13.9s  avg= 14.4s  ok=31/31  eta= 12.0min  id=a0a638e7
[32/81]  13.8s  avg= 14.4s  ok=32/32  eta= 11.7min  id=96f1ca71
[33/81]  13.6s  avg= 14.3s  ok=33/33  eta= 11.5min  id=91b25250
[34/81]  13.6s  avg= 14.3s  ok=34/34  eta= 11.2min  id=fc2be294
[35/81]  14.8s  avg= 14.3s  ok=35/35  eta= 11.0min  id=66eb98e8
[36/81]  14.9s  avg= 14.3s  ok=35/36  eta= 10.8min  id=defff373
[37/81]  14.6s  avg= 14.4s  ok=36/37  eta= 10.5min  id=cb8565e3
[38/81]  15.0s  avg= 14.4s  ok=37/38  eta= 10.3min  id=85050eed
[39/81]  15.0s  avg= 14.4s  ok=38/39  eta= 10.1min  id=230775d0
[40/81]  14.2s  avg= 14.4s  ok=39/40  eta=  9.8min  id=e73d0abb
[41/81]  14.0s  avg= 14.4s  ok=40/41  eta=  9.6min  id=404ced89
[42/81]  14.8s  avg= 14.4s  ok=41/42  eta=  9.4min  id=864599dc
[43/81]  13.3s  avg= 14.4s  ok=42/43  eta=  9.1min  id=01adeba3
[44/81]  13.5s  avg= 14.3s  ok=43/44  eta=  8.8min  id=33d2389b
[45/81]  13.9s  avg= 14.3s  ok=44/45  eta=  8.6min  id=48e3b2dc
[46/81]  14.7s  avg= 14.3s  ok=45/46  eta=  8.4min  id=1099d881
[47/81]  14.5s  avg= 14.3s  ok=46/47  eta=  8.1min  id=8b576093
[48/81]  14.8s  avg= 14.4s  ok=47/48  eta=  7.9min  id=517b0621
[49/81]  13.5s  avg= 14.3s  ok=48/49  eta=  7.6min  id=99d422b9
[50/81]  13.9s  avg= 14.3s  ok=49/50  eta=  7.4min  id=a4549b4f
[51/81]  14.3s  avg= 14.3s  ok=50/51  eta=  7.2min  id=866a15ed
[52/81]  14.4s  avg= 14.3s  ok=51/52  eta=  6.9min  id=6a06ab7d
[53/81]  16.0s  avg= 14.4s  ok=52/53  eta=  6.7min  id=f1c54d9d
[54/81]  16.2s  avg= 14.4s  ok=52/54  eta=  6.5min  id=5510c719
[55/81]  13.5s  avg= 14.4s  ok=53/55  eta=  6.2min  id=bad43436
[56/81]  14.8s  avg= 14.4s  ok=54/56  eta=  6.0min  id=5b72156d
[57/81]  14.9s  avg= 14.4s  ok=55/57  eta=  5.8min  id=4b4d7c63
[58/81]  13.9s  avg= 14.4s  ok=56/58  eta=  5.5min  id=7aaecc5b
[59/81]  13.5s  avg= 14.4s  ok=57/59  eta=  5.3min  id=82c58e4c
